ï»¿datasheet_id|line|ability_id|model|name|description|type|parameter|
000001361|3|000010345||||Faction||
000001361|4|||Sanctic Hood|While this model is leading a unit, models in that unit have the Feel No Pain 4+ ability against Psychic Attacks.|Datasheet||
000001361|5|||Haloed in Soulfire (Psychic)|While this model is leading a unit, that unit can only be selected as the target of a ranged attack if the attacking model is within 18".|Datasheet||
000001362|1|000008343||||Core||
000001362|2|000008346||||Core||
000001362|3|000010345||||Faction||
000001362|4|||Zealous Path|While this model is leading a unit, you can re-roll Charge rolls made for that unit.|Datasheet||
000001362|5|||Litanies of Sanctity|Once per battle, at the start of any phase, you can select one friendly Grey Knights unit that is Battle-shocked and within 12" of this model. That unit is no longer Battle-shocked.|Datasheet||
000001363|1|000008339||||Core|D3|
000001363|2|000008342||||Core||
000001363|3|||Interceptor|Each time this model makes a ranged attack that targets a unit that can <span class="kwb">FLY</span>, add 1 to the Hit roll.|Datasheet||
000001364|1|000008339||||Core|D3|
000001364|2|000008342||||Core||
000001364|3|||Strafing Run|Each time this model makes a ranged attack that targets a unit that cannot <span class="kwb">FLY</span>, add 1 to the Hit roll.|Datasheet||
000001367|1|000008346||||Core||
000001367|2|000008396||||Faction||
000001367|3|||Blinding Spray|In the Fight phase, you can select one model from your army with this ability to use this ability. If you do, until the end of the phase, that modelâs unit has the Fights First ability. Each model can only be selected for this ability once per battle.|Datasheet||
000001367|4|||Putrefying Stink|Enemy models cannot start or end an Advance move within 9" of this model.|Datasheet||
000001368|1|000008339||||Core|1|
000001368|2|000008346||||Core||
000001368|3|000008396||||Faction||
000001368|4|||Foul Infusion|While this model is leading a unit, weapons equipped by models in that unit have the [LETHAL HITS] ability. In addition, each time a model in that unit makes an attack, a Critical Hit is scored on an unmodified Hit roll of 5+, instead of only a 6.|Datasheet||
000001368|5|||Extraction of Fresh Disease|The first time this modelâs unit destroys an enemy unit as the result of a melee attack, until the end of the battle, add 6 to the Objective Control characteristic of this model.|Datasheet||
000001369|1|000008346||||Core||
000001369|2|000008396||||Faction||
000001369|3|||Tainted Narthecium|While this model is leading a unit, in your Command phase, you can return 1 destroyed Bodyguard model to that unit.|Datasheet||
000001369|4|||Inflamed Infections|At the start of the Fight phase, select one enemy unit within Engagement Range of this model. Until the end of the phase, each time this model makes an attack that targets that unit, an unmodified Hit roll of 5+ scores a Critical Hit. If that unit is Below Half-strength, an unmodified Hit roll of 4+ scores a Critical Hit instead.|Datasheet||
000001370|1|000008346||||Core||
000001370|2|000008396||||Faction||
000001370|3|||Malicious Calculations|While this model is leading a unit, each time a model in that unit makes an attack, you can ignore any or all modifiers to that attackâs Ballistic Skill or Weapon Skill characteristics and/or any or all modifiers to the Hit roll.|Datasheet||
000001370|4|||Sevenfold Chant|In your Command phase, if this model is on the battlefield, roll 2D6: on a 7+, you gain 1CP.|Datasheet||
000001371|1|000008343||||Core||
000001371|2|000008396||||Faction||
000001371|3|||Silent Bodyguard|While a Character model is leading this unit, that <span class="kwb">CHARACTER</span> model has the Feel No Pain 4+ ability.|Datasheet||
000001371|4|||Death Approaches|In your Movement phase, when this unit is set up on the battlefield using the Deep Strike ability, it can be set up anywhere on the battlefield that is more than 6" horizontally away from all Afflicted enemy units, and more than 9" horizontally away from all other enemy units.|Datasheet||
000001371|5|||Icon of Despair (Aura)|While an enemy unit is within 6" of the bearer, worsen the Leadership characteristic of models in that unit by 1.|Wargear||
000001372|1|000008343||||Core||
000001372|2|000008396||||Faction||
000001372|3|||Blistering Fusillade|If this unit has a Starting Strength of 5 or more, or if a Character is leading this unit, then each time a model in this unit makes a ranged attack that targets an Afflicted unit, improve the Strength and Armour Penetration characteristics of that attack by 1.|Datasheet||
000001374|1|000008339||||Core|D3|
000001374|2|000008396||||Faction||
000001374|3|||Tank Hunters|In your Shooting phase, each time a model in this unit makes an attack that targets a <span class="kwb">MONSTER</span> or <span class="kwb">VEHICLE</span> unit, add 1 to the Hit roll and add 1 to the Wound roll.|Datasheet||
000001376|1|000008339||||Core|D3|
000001376|2|000008396||||Faction||
000001376|3|||Spore-laced Shock Waves|In your Shooting phase, each time you select a target for this modelâs Plagueburst mortar, roll one D6 for the target unit and every other enemy unit within 3" of the target unit, adding 1 to that roll if the unit being rolled for is Afflicted. On a 6+, the unit being rolled for is struck by spores; after resolving all of this modelâs attacks against the target unit, each unit struck by spores suffers D3 mortal wounds.|Datasheet||
000001377|1|000008339||||Core|D6|
000001377|2|000008343||||Core||
000001377|3|000008338||||Core|5+|
000001377|4|000008396||||Faction||
000001377|5|||Lord of the Death Guard|Once per turn, this model can use one of the Lord of the Death Guard abilities (see left).|Datasheet||
000001377|6|||Host of Plagues|At the end of your Movement phase, roll one D6 for each enemy unit within 6" of this model, adding 1 to the result if that enemy unit is Afflicted: on a 3+, that enemy unit suffers D3 mortal wounds.|Datasheet||
000001377|7|||Diseased Influence|Just after an enemy unit ends a Normal, Advance or Fall Back move within 9" of a friendly Death Guard unit that is within 6" of this model, if that <span class="kwb">DEATH</span> <span class="kwb">GUARD</span> unit is not within Engagement Range of one or more enemy units, it can make a Normal move of up to 5".|Primarch||
000001377|8|||Boon of Death|In the Fight phase, when a friendly <span class="kwb">DEATH</span> <span class="kwb">GUARD</span> unit within 6" of this model is selected as the target of an attack, this model can use this ability. If it does, until the end of the phase, each time a model in that <span class="kwb">DEATH</span> <span class="kwb">GUARD</span> unit is destroyed by a melee attack, if that model has not fought this phase, roll one D6. On a 2+, do not remove it from play; that destroyed model can fight after the attacking unit has finished making its attacks, and it is then removed from play.|Primarch||
000001377|9|||Inflamed Reprisal|In your opponentâs Shooting phase, when a friendly <span class="kwb">DEATH</span> <span class="kwb">GUARD</span> unit within 6" of this model is selected as the target of an attack, this model can use this ability. If it does, after the attacking unit has finished making its attacks, that Death Guard unit can shoot as if it were your Shooting phase, but when resolving those attacks it can only target that enemy unit (and only if it is an eligible target).|Primarch||
000001377|10|||SUPREME COMMANDER|If this model is in your army, it must be your <span class="kwb">WARLORD</span>.|Fortification (Ð»ÐµÐ²Ð°Ñ ÐºÐ¾Ð»Ð¾Ð½ÐºÐ°)||
000001383|1|000008344||||Core|6"|
000001383|2|||Desert Riders|You can ignore any or all modifiers to this unitâs Move characteristic and to Advance and Charge rolls made for it. In addition, this unit is eligible to shoot and declare a charge in a turn in which it Fell Back.|Datasheet||
000001385|1|000003676||||Faction||
000001385|2|||Furious Barrage|Each time this model makes a ranged attack that targets an enemy unit that contains five or more models, you can re-roll the Hit roll.|Datasheet||
000001385|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000001386|1|000008339||||Core|D3|
000001386|2|000003676||||Faction||
000001386|3|||Small Bomms|Each time the bearer ends a Normal move, you can select one enemy unit it moved across during that move and roll three D6: for each 4+, that unit suffers 1 mortal wound.|Wargear||
000001386|4|||Interceptor|Each time this model makes a ranged attack that targets a unit that can Fly, add 1 to the Hit roll.|Datasheet||
000001387|1|000008339||||Core|D3|
000001387|2|000003676||||Faction||
000001387|3|||Small Bomms|Each time the bearer ends a Normal move, you can select one enemy unit it moved across during that move and roll three D6: for each 4+, that unit suffers 1 mortal wound.|Wargear||
000001387|4|||Strafing Run|Each time this model makes a ranged attack that targets a unit that cannot Fly, add 1 to the Hit roll.|Datasheet||
000001387|5|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000001388|1|000008339||||Core|D6+2|
000001388|2|000008334||||Core|22|
000001388|3|000003676||||Faction||
000001388|4|||Rolling Fortress|Each time a ranged attack is allocated to an <span class="kwb">ORKS</span> model from your army, if that model is not fully visible to every model in the attacking unit because of this <span class="kwb">DEFF</span> <span class="kwb">ROLLA</span> <span class="kwb">BATTLE</span> <span class="kwb">FORTRESS</span> model, that model has the Benefit of Cover against that attack.|Datasheet||
000001389|1|000008339||||Core|D6+2|
000001389|2|000008334||||Core|12|
000001389|3|000003676||||Faction||
000001389|4|||Da Biggest Booms|In your Shooting phase, just after selecting a target for this modelâs krusha kannon, the target unit and every other enemy <span class="kwb">INFANTRY</span> unit within 3" of that unit must take a Battle-shock test.|Datasheet||
000001390|1|000008339||||Core|D3|
000001390|2|000008337||||Core||
000001390|3|000008507||||Faction||
000001390|4|||Shredding Fire (Pain)|In your Shooting phase, when you select this unit to shoot, you can spend 1 Pain token to Empower this unit. While Empowered, the Armour Penetration characteristic of its ranged weapons is increased by 1.|Datasheet||
